codigo_contrato,codigo_expediente,proveedor,titulo_contrato,descripcion,contract_type,work_category_id,tipo_contratacion,tipo_expediente,importe,moneda,fecha,fecha_fin,project_code,ff_fecha_inicio,ff_fecha_fin
1596372,1350596,Honorio Amezcua,Trabajos de Instalación y Rehabilitación de Tomas de Oxigeno,"Trabajos de Instalaciòn y Rehabilitaciòn de Líneas de Suministro y Tomas Murales de Oxìgeno y Aire Comprimido Tipo Infra, En Diversas Àreas de la Clínica Hospital A San Jose delCabo, B. C. S.",5.Servicios relacionados con la obra pública,7.0,Servicios,06. Adjudicación Directa LOPSRM,157647.6,MXN,2017-02-15 16:00:00.000000 +00:00,2017-03-01 06:59:00.000000 +00:00,tender_1218378,2017-02-15,2017-03-01
1394364,1333775,Sergio Arturo Mendoza Dominguez,Subcontratación de Servicios Con Terceros,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,108267.24,MXN,2017-02-15 06:00:00.000000 +00:00,2017-06-16 04:59:00.000000 +00:00,tender_1202376,2017-02-15,2017-06-16
1390643,1330535,Edith Soto Zamora,Servicios Profesionales Como Secretaria Particular de la Subdirección,Servicios Profesionales Como Secretaria Particular de la Subdirección de Asuntos Jurídicos delFondo de la Vivienda delIssste,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,403200.0,MXN,2017-02-15 06:00:00.000000 +00:00,2018-01-01 05:59:00.000000 +00:00,tender_1199328,2017-02-15,2018-01-01
1393280,1332797,Juan Carlos Ramos Alvarado,Subcontratación de Servicios Con Terceros,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,108267.24,MXN,2017-02-15 06:00:00.000000 +00:00,2017-06-16 04:59:00.000000 +00:00,tender_1201444,2017-02-15,2017-06-16
1392756,1332325,Molinos Azteca  Sa de Cv,Harina de Maiz,Compra Para Atender Requerimientos delPrograma de Abasto Rural,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,286200.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-26 05:59:00.000000 +00:00,tender_1200999,2017-02-15,2017-02-26
1392822,1332390,"Redpack, S.A. de C.V.","Servicio de Mensajería y Paquetería Especializada de Entrega Local, Nacional E I","Servicio de Mensajería y Paquetería Especializada de Entrega Local, Nacional E Internacional.",3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,103448.276,MXN,2017-02-15 06:00:00.000000 +00:00,2018-01-01 05:59:00.000000 +00:00,tender_1201062,2017-02-15,2018-01-01
1394079,1333534,Aplicaciones Industriales de Hielo Seco Sa de Cv,Hielo Seco Tipo Nugget,Sin Dato,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,30000.0,MXN,2017-02-15 06:00:00.000000 +00:00,2018-01-01 05:59:00.000000 +00:00,tender_1202134,2017-02-15,2018-01-01
1394082,1333570,Gas Uribe Sa de Cv,Servicio de Gas L.P.,Servicio de Gas L.P.,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,385170.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-09-08 17:00:00.000000 +00:00,tender_1202168,2017-02-15,2017-09-08
1392692,1332262,Corporativo Sureste Comercial Sa de Cv,Azucar Estandar,Compra Para Antender Requerimientos delPrograma de Abasto Rural,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,795000.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-26 05:59:00.000000 +00:00,tender_1200937,2017-02-15,2017-02-26
1392725,1332304,"Grupo Industrial Maseca, S.A.B. de C.V.",Harina de Maiz Mimasa,Compra Para Antender Requerimientos delPrograma de Abasto Rural,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,216000.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-26 05:59:00.000000 +00:00,tender_1200975,2017-02-15,2017-02-26
1397370,1336530,Angel Tamariz Landa,Subcontratación de Servicios Con Terceros,Análisis de Inconsistencias En la Aplicación de Las Disposiciones Legales En Materia de Prestación de Servicios de Atención Médica En Establecimientos Certificados,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,102290.51,MXN,2017-02-15 14:00:00.000000 +00:00,2017-06-16 01:00:00.000000 +00:00,tender_1204991,2017-02-15,2017-06-16
1402016,1340571,"Foto Mundo Digital, S. de R.L. de C.V.",Edición de Imágenes En Archivo Digital,Escanear Y/O Editar Las Imágenes Que el Cecut Le Solicite Para el Archivo Digital Y/O Análogo y Exposiciones.,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,194227.71,MXN,2017-02-15 17:00:00.000000 +00:00,2018-01-01 02:00:00.000000 +00:00,tender_1208849,2017-02-15,2018-01-01
1535513,1454636,Grupo Valenzuela Porchas Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-19 04:59:00.000000 +00:00,tender_1316390,2017-02-15,2017-04-19
1535521,1454642,Grupo Valenzuela Porchas Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-19 04:59:00.000000 +00:00,tender_1316399,2017-02-15,2017-04-19
1537493,1455870,Grupo Avaluo Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-29 04:59:00.000000 +00:00,tender_1317562,2017-02-15,2017-04-29
1537505,1455875,Grupo Avaluo Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-07 04:59:00.000000 +00:00,tender_1317567,2017-02-15,2017-04-07
1530512,1450625,Alenca Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-17 04:59:00.000000 +00:00,tender_1312540,2017-02-15,2017-05-17
1537556,1455910,Grupo Avaluo Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-28 04:59:00.000000 +00:00,tender_1317597,2017-02-15,2017-04-28
1537567,1455914,Grupo Avaluo Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-22 04:59:00.000000 +00:00,tender_1317604,2017-02-15,2017-04-22
1537579,1455925,Grupo Avaluo Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-09 04:59:00.000000 +00:00,tender_1317615,2017-02-15,2017-05-09
1535039,1454333,Grupo Valenzuela Porchas Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-19 04:59:00.000000 +00:00,tender_1316110,2017-02-15,2017-04-19
1534756,1454246,Grupo Valenzuela Porchas Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-27 04:59:00.000000 +00:00,tender_1316024,2017-02-15,2017-04-27
1537628,1455954,Grupo Avaluo Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-04 04:59:00.000000 +00:00,tender_1317642,2017-02-15,2017-05-04
1534761,1454249,Grupo Valenzuela Porchas Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-12 04:59:00.000000 +00:00,tender_1316028,2017-02-15,2017-04-12
1668569,1574341,Saflosa Industria Real Sa de Cv,Cremas Para Uso Personal,Compra Para Atender Requerimientos delPrograma de Abasto Rural,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,71680.5,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-26 05:59:00.000000 +00:00,tender_1430336,2017-02-15,2017-02-26
1682581,1585982,Martha Angeles Zarco,Mantenimiento Preventivo y Correctivo a Vehículos Automotores,Mantenimiento Preventivo y Correctivo a Vehículos Automotores,1.Adquisiciones,7.0,Servicios,05. Adjudicación Directa LAASSP,333388.0,MXN,2017-02-15 06:00:00.000000 +00:00,2018-01-01 05:59:00.000000 +00:00,tender_1441386,2017-02-15,2018-01-01
1666661,1572438,Molinos Azteca Sa de Cv,Harina de Maiz,Compra Para Atender Requerimientos delPrograma de Abasto Rural,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,31598.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-26 05:59:00.000000 +00:00,tender_1428518,2017-02-15,2017-02-26
1666669,1572446,"Grupo Industrial Maseca, S.A.B. de C.V.",Harina de Maiz,Compra Para Atender Requerimientos delPrograma de Abasto Rural,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,1490400.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-26 05:59:00.000000 +00:00,tender_1428527,2017-02-15,2017-02-26
1667297,1573016,"Harinas, S.A. de C.V.",Alimentos Pecuarios,Compra Para Atender Requerimientos delPrograma de Abasto Rural,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,72000.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-26 05:59:00.000000 +00:00,tender_1429064,2017-02-15,2017-02-26
1668475,1574262,"Harinas, S.A. de C.V.",Harina de Trigo,Compra Para Atender Requerimientos delPrograma de Abasto Rural,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,294375.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-26 05:59:00.000000 +00:00,tender_1430255,2017-02-15,2017-02-26
1668457,1574246,"Harinas, S.A. de C.V.",Alimentos Pecuarios,Compra Para Atender Requerimientos delPrograma de Abasto Rural,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,48000.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-26 05:59:00.000000 +00:00,tender_1430239,2017-02-15,2017-02-26
1668481,1574270,"Harinas, S.A. de C.V.",Harina de Trigo,Compra Para Atender Requerimientos delPrograma de Abasto Rural,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,708000.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-26 05:59:00.000000 +00:00,tender_1430262,2017-02-15,2017-02-26
1668488,1574278,"Harinas, S.A. de C.V.",Harina de Trigo,Compra Para Atender Requerimientos delPrograma de Abasto Rural,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,258400.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-26 05:59:00.000000 +00:00,tender_1430269,2017-02-15,2017-02-26
1689783,1591709,Parametrix Sc,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-27 17:00:00.000000 +00:00,tender_1446839,2017-02-15,2017-04-27
1689519,1591528,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-27 17:00:00.000000 +00:00,tender_1446673,2017-02-15,2017-04-27
1693374,1595074,Govyndaya Desarrollo Inmobiliario Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-02 17:00:00.000000 +00:00,tender_1450052,2017-02-15,2017-05-02
1693653,1595353,Parametrix Sc,Servicios,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-25 17:00:00.000000 +00:00,tender_1450292,2017-02-15,2017-04-25
1752936,1595804,Jose Esteban Carmona Aguilar,Mantenimiento  Para Parque Vehicular de la Conafor Puebla,"Mantenimiento Correctivo General Toyota Hilux Mod. 2009 No. Eco. 2116  (Cambio de Bomba de Gasolina, Filtro de Gasolina, Cambio de Bateria)",3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,13807.06,MXN,2017-02-15 15:00:00.000000 +00:00,2017-02-20 00:00:00.000000 +00:00,tender_1450719,2017-02-15,2017-02-20
1689853,1591769,M&M Ingenieria y Valuacion Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,Sin Dato,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-05-03 17:00:00.000000 +00:00,tender_1446900,2017-02-15,2017-05-03
1946165,1810114,Grupo delAlto y Asociados Sa de Cv,Construccion  Drenaje Sanitario,Construccion  Drenaje Sanitario Con Tuberia de Pvc de 8 de Diam. Incliye Descargas Domiciliarias Sanitarias En Calle Axayacatl Entre Tula y Blvd. Praxedis Balboa. Col.Azteca Ii,4.Obra Pública,8.0,Obra Pública,06. Adjudicación Directa LOPSRM,131591.74,MXN,2017-02-15 16:00:00.000000 +00:00,2017-03-16 23:59:00.000000 +00:00,tender_1651501,2017-02-15,2017-03-16
1946234,1810174,Grupo delAlto y Asociados Sa de Cv,Introduccion de la Red de Agua,"Introduccion de la Red de Agua Potable Con Tuberia Pvc de 3 de Diametro Rd-32.5 En Privada Poblado Viejo Entre Calle Rio Bravo y Calle Rio Conchos de la Col. Ampl. Tamatan, Incluye Tomas Domiciliarias",4.Obra Pública,8.0,Obra Pública,06. Adjudicación Directa LOPSRM,80409.22,MXN,2017-02-15 16:00:00.000000 +00:00,2017-03-17 00:00:00.000000 +00:00,tender_1651557,2017-02-15,2017-03-17
1943692,1808091,Fanny Elizabeth Vázquez Velázquez,Servicios Profesionales En Coadyuvar En la Atencion de Los Asistentes,"Servicios Profesionales En Coadyuvar En la Atencion de Los Asistentes En Las Funciones de Las 76 Obras de Teatro Que Se Presentan En Los Foros Principales: Teatro Helénico, Foro Gruta",3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,69938.82,MXN,2017-02-15 18:00:00.000000 +00:00,2017-12-08 18:00:00.000000 +00:00,tender_1649608,2017-02-15,2017-12-08
1946131,1810088,Jose Luis Navarro Sustaita,Construccion Drenaje Sanitario,"Construccion Drenaje Sanitario Con Tuberia Pvc de 8 de Diametro,Incluye Descargas Domiciliarias Sanitarias En la Colonia Union Democratica.",4.Obra Pública,8.0,Obra Pública,04. Invitación a Cuando Menos Tres Personas LOPSRM,2297323.4,MXN,2017-02-15 16:00:00.000000 +00:00,2017-04-23 23:00:00.000000 +00:00,tender_1651475,2017-02-15,2017-04-23
2022994,1880013,M&M Ingenieria y Valuacion Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,"Avalúo, Nuevo, Terrenos, Othón P. Blanco, Quintana Roo.",3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,3500.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-25 04:59:00.000000 +00:00,tender_1716819,2017-02-15,2017-04-25
1349351,1229849,"Servicios y Formas Graficas, S.A. de C.V.",La-019Gyr009-E903-2016 Sum de Mat. Diversos Gpo. 320 Impresos,La-019Gyr009-E903-2016 Sum de Mat. Diversos Gpo. 320 Impresos,1.Adquisiciones,5.0,Adquisiciones,01. Licitación Pública LAASSP,463264.3,MXN,2017-02-15 15:00:00.000000 +00:00,2017-12-31 23:00:00.000000 +00:00,tender_1104567,2017-02-15,2017-12-31
1349284,1229849,Formularios Graficos Inteligentes Sa de Cv,La-019Gyr009-E903-2016 Sum de Mat. Diversos Gpo. 320 Impresos,La-019Gyr009-E903-2016 Sum de Mat. Diversos Gpo. 320 Impresos,1.Adquisiciones,5.0,Adquisiciones,01. Licitación Pública LAASSP,213688.33,MXN,2017-02-15 15:00:00.000000 +00:00,2018-01-01 06:59:00.000000 +00:00,tender_1104567,2017-02-15,2018-01-01
1349334,1229849,Cargraphics,La-019Gyr009-E903-2016 Sum de Mat. Diversos Gpo. 320 Impresos,La-019Gyr009-E903-2016 Sum de Mat. Diversos Gpo. 320 Impresos,1.Adquisiciones,5.0,Adquisiciones,01. Licitación Pública LAASSP,951000.0,MXN,2017-02-15 15:00:00.000000 +00:00,2017-12-31 23:00:00.000000 +00:00,tender_1104567,2017-02-15,2017-12-31
1368605,1312442,"Marindustrias, S.A. de C.V.",Atun Enlatado,Compra Para Antender Requerimientos delPrograma de Abasto Rural,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,246100.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-26 05:59:00.000000 +00:00,tender_1182318,2017-02-15,2017-02-26
1361151,1306837,Isac Barcelo Fimbres,Servicio de Elaboracion de Planos de Estaciones Climatologicas delOcno,"Servicio Para la Elaboracion de Planos Topograficos a Nivel Predio, Con Cuadros de Construccion, Presentados En Planos y Digitalizados de Las Estaciones Meteorologicas de Sonoyta, Nacozari y Oficinas delDistrito de Riego 018 Colonias Yaquis, delOrganismo de Cuenca Noroeste",3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,36000.0,MXN,2017-02-15 08:00:00.000000 +00:00,2017-02-25 07:59:00.000000 +00:00,tender_1177171,2017-02-15,2017-02-25
1368583,1312600,Dulce Araceli Carmona Hernandez,Servicio de Mantenimiento Vehicular,Servicio de Mantenimiento Vehicular Preventivos y Correctivo de Verificacion Vehicular,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,230000.0,MXN,2017-02-15 06:00:00.000000 +00:00,2018-01-01 05:59:00.000000 +00:00,tender_1182467,2017-02-15,2018-01-01
1365017,1309977,Gama Medical Peninsular S.A. de .C.V.,"Material de Curacion (Jalea Lubricante, Abatelenguas, Apositos)","Material de Curacion (Jalea Lubricante, Abatelenguas, Apositos) Para el Hospital Regional Issste Merida",1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,66404.98,MXN,2017-02-15 06:00:00.000000 +00:00,2017-03-16 05:59:00.000000 +00:00,tender_1180054,2017-02-15,2017-03-16
1370075,1313646,"Ach Foods Mexico, S. de R.L. de C.V.",Aceite Comestible,Compra Para Atender Programa de Requerimiento de Abasto Rural,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,46226.4,MXN,2017-02-15 06:00:00.000000 +00:00,2017-02-25 18:00:00.000000 +00:00,tender_1183451,2017-02-15,2017-02-25
1544426,1321675,Equity Appraisal Specialists Sa de Cv,Servicios Profesionales Para la Elaboración de Avalúos,"Avalúo, Actualización, Terrenos, Comitán de Domínguez, Chiapas.",3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,72192.31,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-06 04:59:00.000000 +00:00,tender_1190999,2017-02-15,2017-04-06
1386254,1326388,Manuel de Jesus Solorzano Ortiz,Supervisor de Promoción de Esquemas Financieros,"Servicios Profesionales Como Supervisor de Promoción de Esquemas Financieros, Orientados a Los Créditos Cofinanciados, Coordinador y Enlace de Giras y Eventos Que Realiza la Jefatura de Servicios de Promoción Crediticia de la Subdirección de Crédito",3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,403452.0,MXN,2017-02-15 06:00:00.000000 +00:00,2018-01-01 05:59:00.000000 +00:00,tender_1195439,2017-02-15,2018-01-01
1365399,1310267,Elizabeth Estela Valerio Venegas,"Diseño, Seguimiento E Implementación de Estrategias","Diseño, Seguimiento E Implementación de Estrategias de Comunicación Para Las Redes Sociales delInstituto",3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,360000.0,MXN,2017-02-15 06:00:00.000000 +00:00,2017-12-01 05:59:00.000000 +00:00,tender_1180325,2017-02-15,2017-12-01
1386263,1326396,Antonieta Dorina Celis Trejo,Servicios Profesionales  Para la Mejora delServicio Médico,Servicios Profesionales Como Apoyo a la Jefatura de Servicios de Recursos Materiales y Servicios Generales Para la Aplicación de la Metodología de Trabajo Que Permita la Mejora delServicio Médico Instalado En el Fovissste,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,386399.97,MXN,2017-02-15 06:00:00.000000 +00:00,2018-01-01 05:59:00.000000 +00:00,tender_1195444,2017-02-15,2018-01-01
1386291,1326417,Jorge Arturo Zarate Vite,Servicios Profesionales Como Apoyo Técnico Administrativo,Servicios Profesionales Como Apoyo Técnico Administrativo Especializado En Actividades Específicas En la Subdirección de Crédito,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,403452.0,MXN,2017-02-15 06:00:00.000000 +00:00,2018-01-01 05:59:00.000000 +00:00,tender_1195467,2017-02-15,2018-01-01
1389502,1329411,"Compania Comercial Herdez, S.A. de C.V.",Mayoneza,Compra Para Atender Requerimiento delPrograma de Abasto Rural,1.Adquisiciones,5.0,Adquisiciones,05. Adjudicación Directa LAASSP,70776.72,MXN,2017-02-15 06:00:00.000000 +00:00,2017-04-25 04:59:00.000000 +00:00,tender_1198276,2017-02-15,2017-04-25
1387450,1327441,Cesar Eduardo Batres Villalobos,Servicios Profesionales Como Coordinador de Plataforma Informatica,Servicios Profesionales Como Coordinador de Plataforma Informatica y Centro de Datos En la Jefatura de Servicios de Tecnología de la Información,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,492000.0,MXN,2017-02-15 06:00:00.000000 +00:00,2018-01-01 05:59:00.000000 +00:00,tender_1196423,2017-02-15,2018-01-01
1390739,1330618,Thais Montserrat Ramirez Alvarez,Servicios Profesionales Como Coordinadora de Seguridad de la Información,Servicios Profesionales Como Coordinadora de Seguridad de la Información,3.Servicios,7.0,Servicios,05. Adjudicación Directa LAASSP,408000.0,MXN,2017-02-15 06:00:00.000000 +00:00,2018-01-01 05:59:00.000000 +00:00,tender_1199407,2017-02-15,2018-01-01
